university_id,semester_group,number_of_students,number_of_managers,teaching_material_utilization,teaching_facility_coverage,teaching_resource_investment,personnel_management_input,management_equipment_input,reward_punishment_innovation,teaching_innovation_frequency,management_mode_innovation,educational_management_activity,building_density,green_space_ratio,surface_temperature,management_efficiency,efficiency_category
U3,semester_1,14305.771913676099,191.56938886546078,80.37299194629688,76.86938483759857,17.043357099352733,3.6906956165225275,5.362890349764514,3.024743477638289,6.781248396346016,4.518681340381108,8.00923035314258,0.45843925927177326,22.78982102349007,28.424133881638053,74.77761655976293,medium
U3,semester_1,14230.362207183136,198.86566310936792,79.92869408277049,66.73908790268031,18.890927300752825,5.003465281517896,4.9710950025537155,3.9278595646841956,5.463235111164076,5.931171929116674,9.095899173290606,0.4332702189895194,29.201768774928258,30.474769937239458,77.78091200148678,high
U5,semester_1,10388.966756068648,185.91111599683313,65.889717098557,57.41447990827008,12.817058377809161,2.947523962901153,3.594642749592072,5.710279081060382,5.190632237182767,1.7518519819228846,3.0,0.46534259429788716,21.102072273884012,30.97168952568844,65.01958104074504,very_low
U1,semester_1,13810.923610006577,214.98624428983828,69.20724765249287,70.48233353516112,16.310700694900845,3.796457998139565,5.560222561375193,6.899920092686202,7.119910416626375,4.50808070885283,8.264188581445516,0.45791686250030184,18.0,30.10954390301263,69.33978788292029,very_low
U2,semester_2,11512.296045623185,167.77987550698458,62.46820329114531,66.40940555414993,16.54265166165304,3.268649061686199,4.488590431865739,6.495095320436592,3.82199964339764,4.608684286025346,8.142830289715148,0.5552933816226829,18.550666824151975,30.54373069724027,71.22047038088338,low
U5,semester_2,10370.140702656341,168.73131233232527,55.1,60.32892418361494,13.374266219289078,3.205052380212045,4.401295367986287,5.4615534807362796,4.4171979154786,3.722538854787806,7.742829437035377,0.43673255533954025,27.84790023307842,29.48793912873341,70.8739144014285,low
U2,semester_2,13129.122841052167,167.40324228684736,77.8001392759087,70.29736482720374,15.060778571940046,3.4264820373297824,4.279231370795261,6.640017665333716,4.753302578901533,4.079355516363665,8.237494574742616,0.381194575297503,20.3639583161341,27.94842081681728,81.33545697004936,high
U2,semester_1,10713.864975429435,200.15615834260373,63.803191234472536,61.75352878655532,13.073640196060376,3.0289026618446044,5.260399229476686,6.572885327317588,7.978421870286438,6.213033566285994,4.812722057529392,0.4159669871944113,18.0,29.05191252701512,72.05705017014729,low
U4,semester_1,14445.82628862736,199.62643007585748,79.47505819972481,67.45133728302523,13.985681868621056,3.6435380293190636,5.19784248016607,4.483957137369204,4.636113693680283,4.734106463717518,7.517740056332854,0.42038852172369545,18.0,31.545085041523553,69.53225338348176,very_low
U3,semester_2,12696.189041434372,220.39698234007005,73.4679997182835,77.57655047578874,17.935812445326206,3.132846733873019,5.183801407647644,9.112744695736435,6.031840054146165,5.107803819712728,9.082942864575626,0.3625657116083397,27.735667670712203,26.96914838577306,80.222341084541,high
U5,semester_2,8200.0,179.0979610507418,59.149108618885435,54.66369794077449,12.962963611830912,3.3382753128030473,3.0,6.083005290402701,6.01010585991437,3.471359171220246,4.377449314668243,0.38811915914115963,32.6187961887663,26.617624779884466,71.0126608220965,low
U3,semester_1,13408.914870446844,211.3601060051036,83.5267815590557,79.44983847034916,18.981035711006562,3.2697671177252237,5.213666558443451,7.481140072067626,3.5078418558718463,5.1305317307147185,12.0,0.4547764601814363,31.3707524236518,29.98024714836308,80.41297968620107,high
U1,semester_2,10686.339334366514,194.99479430335325,71.83701749263791,61.43700128679433,13.996828627852581,3.2027163467506443,6.74971904697097,9.030417731299028,5.429382796453732,4.055360231067355,5.675206468864616,0.31824883735179244,25.486633031289255,27.460871544390017,76.08928368780991,high
U5,semester_2,8505.237717405673,148.73912088297067,58.39335404753456,66.03005015946334,13.874003165617468,3.4483248628772096,3.0,3.1290121012053422,5.854914578637958,1.0,8.14350469275658,0.34170250647781725,32.45006611860259,27.322588787489117,70.03081343321297,low
U2,semester_1,14730.3768064195,180.12987706859684,75.155808155995,65.47860060741087,16.123152892974296,3.0940672619084055,4.398836434652139,5.568086843890117,4.032120213556757,4.527192763502617,7.838460925048659,0.4447394434112166,31.062521856583118,32.019166384639846,66.35073771662687,very_low
U4,semester_1,9212.821134488753,213.7951960602404,70.51374119732183,60.96613572170605,17.963957615858316,5.001185603175737,6.171367844671971,6.663987920545631,6.431020819395434,5.655345691999155,10.272282208815804,0.37977943727524704,22.463424568324687,30.257986659760537,75.90309132328512,high
U3,semester_2,10469.918509510273,202.89080642436122,76.66903922424439,71.62491763458334,17.733080996147784,3.283235878398196,5.111365234195317,7.455229097471972,7.592538135314224,3.791698963169474,7.479078595607948,0.27086999865835903,23.159255961459774,28.063831499635782,75.04645859985337,medium
U1,semester_2,13434.841751987247,210.45587988721329,76.08941190604415,72.47899492882581,11.638958477972686,3.475738231193154,3.2714934295469456,6.6467470030174045,6.0604132869172025,5.534931574418659,9.881515570701563,0.4343486377330623,21.287691723990328,31.037687606699194,72.55925948489923,low
U1,semester_2,16058.676201800732,223.94972218746162,73.5397605893259,70.56878866617981,16.158506489724132,3.5645765783010566,4.094830579872836,6.394146067071026,4.911142096053542,3.1242913700201904,8.663972929989107,0.44471556637551,18.0,30.339522426036712,73.07931064879169,medium
U1,semester_2,13926.403786694658,202.80754433774297,83.26989467898724,74.51415066434429,15.526686851265834,4.088746266613927,6.3569960918051915,9.244720312897467,4.164194578590067,3.464262919174486,10.416627479924477,0.36499055228311206,18.014146954668146,29.16472137395821,77.86860373417998,high
U5,semester_2,12917.75439277663,120.0,68.0215893764485,75.42236169721964,10.191173660218515,2.9794880027507897,4.111204441377612,4.5073403283986275,6.433310722206809,3.9181077301788396,6.2133125196621055,0.4858349402358811,25.309414305264646,34.7,67.4486407858514,very_low
U1,semester_1,12237.110130602472,170.40161732520204,79.40761052517881,66.12909094860878,14.944469995120851,3.087815443729278,4.4159385203983845,7.175718196778519,5.774265665413509,4.782217788286099,8.395233000875464,0.4958324011332313,21.047646078716152,28.259842664853682,70.37651252472281,low
U5,semester_1,12412.503967971546,151.36233731887248,56.53753841042399,70.76373214476325,14.097056417836558,2.881658841666242,3.4166823444864587,4.442731981350179,2.981543525264759,4.349616947900893,4.541019772585553,0.5021293517234654,22.72052693985848,28.903366643650287,63.099585130236925,very_low
U5,semester_2,13244.853814683855,232.96561995644865,55.1,65.6726485651831,9.56161607506854,3.3469641100561685,3.962058561307236,5.3070332626984955,3.413816917931623,4.241602330077099,3.3321277407302445,0.5102749988310014,22.526487664301893,28.38268623736698,69.5810500459763,very_low
U5,semester_1,10103.895725905582,174.0007215893557,77.88259105041698,60.37229053187926,13.97135089271302,4.209351732961553,3.70462600019174,7.581638848429115,4.835181306512406,5.293025202263946,7.289533873980305,0.4588759093136039,25.341579211594823,29.100327626445615,71.88736584249868,low
U1,semester_1,16067.181706885596,260.0,76.11873015210689,64.12949643104848,11.588363306169565,3.8234205742277174,4.296945156431306,6.037333800597805,5.118844355322235,4.289292255152289,9.662538079221305,0.43183368128867605,23.212455261959445,28.37550194477872,73.48971771325414,medium
U4,semester_1,14970.711360272278,211.52591013529715,67.55598188392986,65.67973161656043,17.65733644454759,4.849405206464652,5.424491400222722,6.489056722275098,7.604895742633109,4.471780555009962,7.5715383818574,0.34595865099742096,30.63068992819536,24.75706092833991,74.15679378975213,medium
U1,semester_2,12758.966776698217,179.40652144623616,71.82918452255925,65.4156957664275,18.006811785798927,3.6952158007404985,4.694554166053374,6.4547204954999025,6.413433522394495,5.084777595563763,5.944291652198659,0.36590869028501216,31.347332388452095,28.359873463722636,74.5348482543782,medium
U4,semester_2,12897.968682924049,216.9455097791889,80.51253372226759,64.91245432493928,14.622283471279843,2.873456262881865,5.778995701005124,7.3493035114614145,7.2004752437109625,3.222280972094404,11.46535839429722,0.3651871018626658,23.4632411083779,30.99665494594406,72.11588320558857,low
U4,semester_1,10698.461919732039,184.37045527525808,60.717588566841904,65.81680548223389,18.14641484268033,2.955966986490498,4.103105516046946,9.429080136818724,5.430741716750374,5.0603524319991235,9.408622636813861,0.4351128389486309,18.0,30.091563968595985,73.51929084583733,medium
U4,semester_2,10862.112735050967,210.22069576444463,88.37165649896582,74.32201011432569,13.204844526865728,2.1243727432821675,5.678987845490209,6.88147886370122,8.186272846756241,3.7985003056290325,8.88283426925832,0.44521344227719295,18.63658503166885,29.79793464129771,77.95858789253906,high
U3,semester_1,12232.569518883296,163.8574102790839,61.40629411661341,65.40723224668349,17.71611021501217,3.8502025598887775,5.200932948914008,9.521566978901232,4.345659254660842,4.608898016219996,8.648344897710032,0.3790849496527843,24.785224763194048,26.954529502837296,69.45404373830445,very_low
U6,semester_2,9862.416675978697,145.97534622332978,59.22458476192339,62.79909267985905,13.99158922144556,2.838275546412604,4.403431082110608,4.967907905313186,6.87419033165519,3.5443121696858775,7.711651981033233,0.45062155531193177,18.0,30.434889208279568,68.92854237952494,very_low
U1,semester_2,11872.814354656617,202.90427119865865,79.77778220768943,66.37468365606917,17.75758563811457,4.048750022719374,4.190557115065935,7.912823174933872,7.15037222919077,4.544144867630784,6.371591439353772,0.3759396790575258,22.133894732866313,30.65267392234528,77.36468697162151,high
U3,semester_2,10553.10009822196,192.37824209040912,75.57860373716264,64.5623532598625,16.35735406402704,4.369816847829613,4.086323115472127,6.609091503419969,7.901121095007249,4.198521228230906,7.0677555131000105,0.4835722408492488,21.064544989357998,32.42961877644871,71.43242679872135,low
U2,semester_1,11657.861736399565,165.06583336374348,66.2989349240436,68.4112174474673,13.104779358867427,3.467209085948727,4.211502132002035,6.631364656323869,6.064457245957142,3.105476771208436,6.364439558886788,0.4694998220660376,24.32709673064683,27.972514552440828,71.0913354392648,low
U1,semester_2,10847.858287655703,214.33652508105158,64.78930036393056,65.1431774885639,18.8031471381023,4.138300359420416,6.022199695178448,6.231305683862536,4.281608689885948,4.184663628965634,7.927429998836579,0.42754038947788264,30.397468751428374,28.954371790385085,77.09114204796745,high
U1,semester_2,16052.932200121028,231.5136663122916,72.76421101670734,71.10923950295116,17.67598852645223,3.742827142053312,5.004724118847709,7.710132829873227,5.975706292524743,3.6713714026971496,6.997722145299,0.45806108085453795,23.629316775086473,30.80533406972938,78.36114698938196,high
U4,semester_1,12007.931242842807,239.15440985197813,71.38496199391348,68.8445886309468,13.494942729833722,3.418454730599567,3.847897731021914,7.864303409590393,9.0,4.338241389042998,5.252287493730544,0.4481738833542958,18.0,32.71077439556427,72.55150301553932,low
U4,semester_2,11335.126078856936,216.29324983714505,74.80953049813894,71.69942790099626,19.011110239900983,3.1821134691135526,4.9520624240624365,7.266126866259433,5.3258626907746685,6.2263050919998335,9.887908016016638,0.41463123480054204,31.516389562691444,26.906020409818765,80.21434508418876,high
U6,semester_1,12843.965923464337,205.04423796321302,63.93448438966426,61.40727446551456,13.643086606857938,3.19549016763343,3.5882184542460207,7.262593716391198,6.552996309751853,3.393057467545374,7.613335562735083,0.4517042523509348,29.50619477200679,27.56873022906897,70.26569491519031,low
U6,semester_2,12155.147807015448,208.0232682886543,60.36310845564991,62.63222820843921,17.170310424210214,2.24757202379219,4.764580503817292,6.272021136330451,8.236101287300077,2.0519160312036084,9.355592297167085,0.4086739075125341,23.86313505446024,27.855725441794373,75.43743750588982,medium
U6,semester_1,8200.0,176.8843585878655,77.54493252309885,69.96696313722603,12.908498031059219,2.506175023178888,4.689109902446809,3.0,6.904540150843875,3.4897523911345543,9.754596971549468,0.34446169667901805,32.527311117621814,28.63737285711198,76.91390850058215,high
U6,semester_2,10530.63571157873,181.17762142889893,65.9216351308778,58.26632990837067,14.510452482669953,3.0459341579528627,3.6298346728764246,3.5567543724481148,2.759905845906935,3.324021787832585,6.305085447745298,0.3913032538267963,30.213425702433476,29.1942918344407,70.30219153238923,low
U4,semester_1,15602.062387634931,232.99861631579083,73.63770552891343,71.33677662547878,17.238977583140933,4.034138298630544,4.111747762532589,4.929012845122182,5.041856059911365,3.7102787572141365,7.093568547962467,0.4335829871256107,20.37787287474692,30.619397504338924,72.00739287886461,low
U6,semester_1,13699.346455199386,194.82750715494194,75.33079671298768,58.87580585072305,13.35747264527162,2.5911029551828455,3.8153437659011944,7.243925643626092,7.489411667005593,2.508479262367274,5.633356591539036,0.4352540364244065,29.064075793515535,26.79565682187443,70.06373261672309,low
U5,semester_1,10408.21340071396,177.99416670810987,64.43151465206593,54.70644268541716,15.435793478504028,2.1,3.78236381769983,4.29455921372722,5.056607906941083,4.011779063298646,7.967348503946794,0.4028026813372019,29.93806892088044,29.727614821170636,66.43057689929135,very_low
U6,semester_1,14229.412709049453,181.4125126633675,73.00779326617365,67.95098777297649,16.545773277580313,2.812112084344141,5.150963723557336,8.046277119269938,4.782827153400847,3.7504605924111853,5.516052438045868,0.4203908045155432,35.523608332049974,27.48317424115358,72.9307552024702,medium
U5,semester_1,11228.784055371432,164.37114689540638,62.754807171953935,72.32847160910445,10.154458109876783,3.32282032729085,3.371032256112593,6.357980029885895,5.289499062311742,3.8203457317454177,4.238370537392862,0.3998776141407129,31.864395065485464,32.170427408079625,68.53780504159064,very_low
U2,semester_2,13121.783448102804,198.1064225469367,68.52166041182466,65.99934352917343,11.963131453393538,2.137460885127064,4.548566410574595,6.161397176911073,7.202368822627063,5.481909759078263,9.494009988005708,0.3572026375602471,22.247415573129793,30.40709148851897,74.15836311043572,medium
U6,semester_2,12361.674676294326,149.94910161262965,63.1673876689646,62.67740088178573,12.339542699000948,4.1705140314293105,4.358383557641902,5.792222386144463,4.434793673879261,3.697451355520348,4.2708001587652245,0.43010486140049464,20.782383556715494,29.78427223826581,65.29293153108905,very_low
U6,semester_2,11496.358097287135,205.64566833472546,78.7011988442696,58.81368595150087,13.118888627354393,2.7063165491502286,3.421778806404521,6.454123568748176,4.879027297339742,3.7690038612616,7.45948683746205,0.3372885225314034,34.6838370353996,28.02460340023727,71.34055563500657,low
U2,semester_2,12137.452384742304,216.2981226591045,60.181775896822565,68.97530670391825,10.476359633911384,3.459504210465619,5.617317683522375,6.383712838974543,5.592477613304407,3.2435352099485475,6.723897675887001,0.3982304803442258,19.123500751619453,29.65031964033153,68.1811013796483,very_low
U2,semester_2,12352.745483870547,196.83011548920175,70.88826243198316,60.762891468724305,15.874737240903332,2.930880463537277,4.044851579226039,4.4496730725689755,7.344804181978375,4.497099770270493,7.757000791229576,0.4806905633542452,37.431661466374536,26.620532682052595,78.56444805160164,high
U6,semester_2,11556.858788173464,192.67639943783905,72.13685126013229,61.78033581257444,16.430388106865106,2.8570134480882157,4.927687837618846,5.026806173414677,5.725616091605419,3.2289265694399827,6.548213148982018,0.38033664479267654,28.193321228721246,29.4378012841801,74.47563021313434,medium
U4,semester_1,14569.5628354953,230.7701075659237,75.04699784531493,78.52216928797783,17.30844509130733,4.182948085008992,5.340763568863085,7.344826120757924,5.2768950091271725,5.459672502638114,12.0,0.3780601726972059,22.696864829081484,28.9970140192112,82.47828481647767,high
U1,semester_2,12261.922706359976,222.27522644583595,69.13999902277975,64.79104126594135,17.071299126598287,2.8315761314792423,5.198919756904052,6.736512899870841,5.8390585344917785,6.10481259839622,6.623800262273053,0.5365124094580065,20.960856787869734,28.888552238745888,76.59138383467047,high
U6,semester_1,11841.112423151006,183.18992796452267,78.81440577626415,62.93631737386006,13.777023335177569,3.744682987524999,3.3494756715611804,5.255390991695834,4.477427504422934,3.5681618185716015,7.985388002643255,0.4699236800652432,21.101438481118958,30.731903488281326,71.65144750009996,low
U2,semester_1,10924.109889215235,191.0470423380008,64.76901121690571,65.0934985038261,13.192545229361789,4.231042643464704,4.708779175573048,5.429671008002709,7.178117527945112,1.5528609719065947,3.042628044250082,0.45586506122849796,22.741526103970532,30.7035580089975,66.0330846103146,very_low
U1,semester_2,12001.41804223588,223.46085967984098,69.34256020977716,68.96178505392749,13.814539135895856,3.926442316129744,5.990495445608952,6.493635259082228,5.762421560873878,3.2667748746681706,7.331046887409391,0.3355923257944981,20.79646233761388,29.934709358167492,73.09080548467445,medium
U3,semester_1,13203.220743151427,212.90833291582047,73.90678375035186,76.13877245166884,14.783321487553897,2.8955539791949993,5.523488010701616,7.739965020164847,7.05712194408679,5.0658178262118465,7.523388275637579,0.46289151980359666,22.870339705373276,29.528157787864725,77.5721545508352,high
U1,semester_1,13587.574112396089,198.8400506355966,80.2751595886404,63.33701587927367,16.07897252666608,5.104899819566316,5.073960784883007,8.532905685758713,6.2094506700334104,5.04693863598578,7.641563913896701,0.4138235931151509,20.121975270805873,30.88098884375264,74.83002642077457,medium
U1,semester_2,11750.10608245928,202.93807753248237,78.55407619780053,70.21298715895145,14.687945128759285,4.35064039554553,6.091040105150275,7.2657175865262325,7.576772836448278,5.7411806825439955,9.77795243333167,0.4569714648203764,26.92337552101348,30.862998206257497,79.80421534919154,high
U4,semester_2,13732.217765396299,237.1592716733744,78.13714498392925,75.46415431592519,14.855595901778662,3.232674650028983,6.33978309300529,7.147584138102831,5.451305359673659,4.070789904151572,7.0840301541641075,0.3596811556531392,18.0,27.45401065703876,75.97747113259476,high
U1,semester_1,12591.92135745057,224.06568888864464,76.4585695695536,64.80677384822134,16.840037142278565,3.1487938394826585,5.565488703894506,6.530666122008939,5.781057730369784,3.7221466642653556,9.9443480734168,0.414696888565398,22.037606112794148,29.462164811469698,80.28356854792862,high
U1,semester_1,14149.897525014021,212.53737769143552,72.46402723412874,69.06312951930992,14.690606335303595,3.9215189807537523,4.565413367658466,4.943498320754596,4.086791153669528,4.61833999949772,10.586137925342328,0.4319955488257212,23.429522456401063,30.541914509941314,68.96333209935088,very_low
U6,semester_2,9820.44965309903,186.888538845077,60.72344747138121,67.98250411303573,12.745155893128734,2.607286530067664,3.948380312828268,6.008138029410507,4.753903715232645,3.749939846161395,7.711429825815097,0.4989779782246559,22.99068961391538,28.860326844542787,73.54801115070636,medium
U1,semester_1,13881.29671819217,201.86054031723495,80.96249117733136,73.17961339661673,19.8890174267636,4.078105350064862,3.7276207861741204,6.50767931842781,4.250983245342973,3.8929288514049056,10.463984843701645,0.4582603696785554,19.765149117471296,28.843280568835954,76.11595690826198,high
U2,semester_1,10687.125478195512,206.96518525433456,72.19235623091599,62.966774956109965,13.955481590585926,2.4780565736178803,4.727361213454483,3.3482591255547995,6.493293263612685,3.967059824307606,10.964525954240663,0.3515864797365736,23.721322605456166,32.43810477824445,71.22874185634267,low
U4,semester_1,10682.620927578218,201.48557098707138,79.45042554253622,74.40355987497125,15.307072620474848,3.9240554916065578,6.778333540848673,6.987609861159178,5.342870827494378,4.540803613545778,8.41837056666127,0.39035964087268027,21.91255261336497,27.495023516401968,75.99647941338264,high
U4,semester_2,16736.93909342517,222.5435763452724,78.73080097369304,67.71132935644437,18.34545336874326,3.625903160557697,4.9166902704563,7.83621971141839,3.8923643681717035,6.400133375219578,8.580752359615948,0.4691258332935838,18.0,29.194483545067285,78.87770651591944,high
U6,semester_2,14778.479355506353,186.20270365764128,79.60394376301713,62.626769918948334,16.44479659872746,2.7562555749568025,4.659387552745629,3.0,3.445335203163383,4.20402985989676,4.095866460549203,0.46292702697912885,30.330650598044734,28.98275073440144,70.96367317309827,low
U3,semester_2,13254.003512674437,209.23883510879494,77.00419426427109,81.26959635507441,14.450881135397978,3.899376612318262,4.4629148518090265,6.149336904133454,6.235883180476546,6.052392441807143,11.342144037884891,0.4442277890168616,21.385585580055313,34.41446822027109,78.65795974310564,high
U4,semester_1,14797.100852399051,225.56265708295462,76.1633787153193,67.42959437395523,14.579772968395964,3.5541587805167723,5.43664933947235,7.465809069601202,3.1624625161412285,3.8982932426951677,10.420565366004052,0.40303072943988816,18.0,34.128926201604145,70.38898354296698,low
U1,semester_1,13321.83544242163,222.86295433688412,74.46125747621869,71.10422797889004,16.17728672561884,3.676225686138886,4.365482452756916,7.025333355099347,5.916800166324029,6.634949410266619,10.575812488258983,0.44441757046978964,19.661622207090964,28.588014024113484,76.8208694499836,high
U3,semester_1,12604.689055787538,213.26963184183884,82.57188848830916,66.03448037813641,14.515563138516475,3.6795386677326554,5.6830375182481765,5.091108986245985,3.727294527865452,5.502610011508888,7.014999994024558,0.3980075403517772,18.0,29.085338421852025,76.75166393142533,high
U2,semester_2,8854.520289966795,174.63263117960412,63.2356673891549,71.69830269601913,11.61681092444592,4.2223299810166335,4.4110345081781235,4.1553988823305605,4.278233756353347,2.9903073693849036,4.373699591379692,0.4173094124765811,18.0,26.747023525413372,70.18798453989028,low
U1,semester_1,12790.89814705706,184.49045220373296,74.0456443815589,70.46188197193648,21.35235597452655,4.708443806143526,4.266718464994936,6.210098563748993,3.7992592910175826,3.816880321227833,8.311862670266159,0.489517959228035,19.03666875517392,29.71262086746781,70.64896263242714,low
U3,semester_2,13884.930981303154,204.91987471228705,78.0965985811468,72.36778129858006,18.744395359072943,3.4860227531258543,5.093562468618474,6.804747109807937,7.404177777235218,3.5612648839465213,9.930919643473306,0.44522805353176564,18.0,32.53927564747154,76.44609633312078,high
U1,semester_1,10233.016884158445,185.0018137917787,73.01415533656726,71.01342932340229,16.173058818664856,3.2551348673522655,5.581789400929024,7.59627320944666,5.820139517360811,3.751560733991546,8.730943921297184,0.43353455739091784,18.0,30.349281390840343,71.51419226940791,low
U6,semester_1,10876.220357930957,192.7593322071021,67.74335884382636,62.21311646240276,15.598994643726439,3.1952704632127986,3.7454860885440686,6.363349467411372,5.084623505001449,4.227374734257651,5.64130864947261,0.3729431266282711,36.507747933720694,31.281556984123,67.19870734901386,very_low
U1,semester_2,11258.781055683772,205.40007687166522,81.22663033486275,67.59137779292385,12.512538932448813,3.6665197153760127,4.229833656819666,6.13590583464414,5.941133350853,2.646187859073201,4.835588653026325,0.44970968603308603,20.888225951339606,26.14390575884051,68.91493254560653,very_low
U2,semester_1,12616.839085448046,219.37561183454102,67.4612271886359,66.92748158206798,11.33340256634379,3.9947314332514354,3.865623926762303,4.9669922094252215,5.293524659551451,2.190978589584935,7.079798767079692,0.465304580202286,23.85017432703193,27.658999793669327,69.52162026556259,very_low
U4,semester_2,12475.121405173784,226.62921640987804,66.7469276693201,66.30494955331024,17.528276977027186,2.648103864586443,5.101327062036512,5.634011621294421,6.574336529502727,3.5916309464264193,9.01609842053231,0.3997369101123669,29.61822516361869,29.415941972623408,72.58046290737825,low
U5,semester_1,8200.0,203.49332596884352,56.3632160253743,64.23807321231824,14.177673656430665,3.263841433117533,3.746205022349951,6.248618206414685,2.4083610616285918,3.3529139369981547,4.924197431282505,0.40473356255788395,29.03522303456851,31.25945563348445,63.08057123771348,very_low
U6,semester_1,14593.182969725303,186.55276501431626,61.42760201941806,62.496211438467014,10.782786587315437,2.716667292607304,5.364491976883029,5.361232047617577,8.114433044182595,3.613903991491098,6.393494741365453,0.4746939771055405,18.0,31.095946519188292,64.18940407351586,very_low
U5,semester_1,11901.672360069977,183.20705777330488,59.26960029576037,61.510808635947456,10.19381252378297,2.1,4.672619716353462,4.115109195757213,6.179303324562123,4.585799121879814,4.824400664755174,0.4744520595721121,21.78581524994288,27.44534761828895,66.46208062913963,very_low
U6,semester_1,10235.449320693424,177.84110536303982,67.90820678094174,68.6288685947844,13.927709306635201,4.269019625255968,4.226833239311867,5.232710408692365,4.918701482718241,2.331545721821046,4.592148070344512,0.41025811945007357,32.54023543777544,29.22138398144893,67.2456906399567,very_low
U6,semester_2,10011.033170431321,197.67414945233924,75.30978396399942,65.10065662523013,10.999658448010916,3.211344984984371,4.490041580303615,4.00837299952729,4.625587272681354,2.2341813649754876,7.551382399485745,0.4485723407053365,18.0,31.14963787468869,69.92025117395885,low
U3,semester_2,16491.638932871152,228.42292711190987,64.75422091969749,77.99948982737168,15.884658618133212,3.8465480890132424,4.10321743940081,7.598166001741457,5.303118008088846,4.742881158006053,7.588982746995756,0.5254556751578646,32.897186256947165,30.15722455400465,75.27367223280129,medium
U3,semester_1,13319.736388842062,221.6614605544556,69.69369859948422,81.92647068224579,17.58717377369818,4.179761382891419,3.856518560123604,5.777145546117412,8.231467873967585,4.938938712320141,4.655557433953098,0.47668591715650277,19.88180482623096,32.969085292387234,71.36394390908555,low
